age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
50,M,179,Seule,3,false,7514 BD 89
51,M,1035,Célibataire,0,false,5026 QH 84
29,F,198,En Couple,3,false,3093 UJ 25
32,M,1130,Célibataire,0,false,5422 RH 86
40,M,499,Célibataire,0,false,4521 GH 53
28,F,869,Seule,3,false,355 XB 70
35,M,535,Célibataire,0,false,7101 RA 43
30,M,515,En Couple,1,false,4015 GQ 97
25,M,515,En Couple,4,false,218 HK 89
33,M,1123,En Couple,4,true,806 MH 80
22,M,249,En Couple,0,false,5530 MY 67
22,M,154,Seule,2,false,2169 ST 48
44,F,543,En Couple,3,true,6585 CZ 63
44,M,1156,En Couple,1,false,3488 GP 94
25,M,453,En Couple,0,false,9735 VE 98
43,M,478,Célibataire,0,false,3552 WT 53
80,F,164,En Couple,1,false,8852 IB 21
72,M,1267,En Couple,1,false,2069 QA 82
30,M,569,Célibataire,0,false,8338 OK 67
18,M,962,En Couple,3,true,2377 AH 27
81,F,1178,Célibataire,0,false,9846 PX 89
27,F,581,En Couple,0,false,6490 HE 12
58,M,1066,En Couple,0,false,5879 CP 34
57,M,429,En Couple,1,false,4232 FT 75
33,M,530,En Couple,0,false,1789 RP 14
49,M,1246,En Couple,4,false,8099 WH 40
26,F,579,En Couple,3,false,8210 JR 67
42,M,193,Célibataire,0,false,2977 ON 96
19,M,1037,Célibataire,0,false,4420 TV 69
42,M,518,Célibataire,0,false,8405 YE 97
35,F,571,En Couple,1,false,2369 AD 93
39,M,439,En Couple,3,false,2073 SJ 22
42,F,1014,En Couple,1,false,2792 AN 71
50,M,544,En Couple,3,true,3508 JN 55
31,F,519,En Couple,3,true,6318 YU 23
74,F,208,En Couple,2,true,6100 ZF 82
56,F,714,En Couple,4,true,5446 IO 64
44,M,466,Célibataire,0,false,837 VS 71
18,M,1262,En Couple,2,false,2727 BH 33
78,M,594,Célibataire,0,false,6184 EP 51
24,M,556,Célibataire,0,false,7178 AF 12
34,F,442,En Couple,3,true,3837 QI 66
57,F,1215,Seule,1,false,1161 HV 84
56,M,550,En Couple,0,true,1368 ZY 41
28,M,568,En Couple,4,false,4353 XO 14
18,M,449,En Couple,1,false,4687 ZO 61
28,M,454,En Couple,1,false,3728 KS 54
48,M,542,En Couple,0,false,4441 DL 96
29,M,580,Célibataire,0,false,8919 KF 18
20,M,225,En Couple,1,false,3600 LG 30
18,F,1121,En Couple,1,false,7816 EO 58
78,F,248,En Couple,4,false,3120 WN 39
69,M,218,En Couple,2,false,5368 ZB 71
61,F,193,En Couple,2,false,2005 FA 84
83,F,204,En Couple,4,false,7246 OP 24
65,M,201,Célibataire,0,false,6912 WU 19
35,M,193,En Couple,0,true,386 AD 81
18,M,534,En Couple,1,false,930 JS 17
18,F,244,En Couple,3,false,6222 MK 56
36,F,242,En Couple,3,false,5359 FL 19
23,M,595,Célibataire,0,false,8544 SE 97
39,F,1175,En Couple,1,false,4540 HG 16
23,M,556,En Couple,1,false,3141 PC 46
20,M,447,Célibataire,0,false,481 ML 11
27,F,1392,Célibataire,0,false,2095 WT 55
32,M,927,En Couple,0,true,1016 PD 78
62,?,230,En Couple,2,false,9392 FZ 33
34,F,152,En Couple,0,false,8123 ZZ 22
58,M,744,En Couple,0,false,1676 CZ 35
77,M,839,En Couple,3,false,1865 DY 48
48,F,402,En Couple,2,false,4730 ZO 40
59,M,409,Célibataire,0,false,4993 FT 16
84,F,202,En Couple,0,false,3331 EG 52
38,M,1259,Célibataire,0,false,9780 HC 52
63,M,242,En Couple,2,false,4433 PP 41
40,M,979,En Couple,2,false,9543 GB 16
54,F,452,En Couple,3,false,497 SK 45
59,M,1123,Célibataire,0,false,4430 QG 85
76,M,844,En Couple,1,false,3393 QS 19
43,M,515,Célibataire,0,false,6946 HZ 28
48,M,481,En Couple,0,false,1826 ZP 38
68,F,541,En Couple,1,false,1772 ZG 19
23,M,446,Célibataire,0,false,4310 FX 68
51,M,497,En Couple,3,true,4871 XG 57
71,F,219,En Couple,2,false,1538 UP 55
55,M,1318,Célibataire,0,false,8913 BV 19
29,M,479,En Couple,0,false,365 HU 30
28,M,858,En Couple,0,false,4585 XH 60
41,M,456,Célibataire,0,false,671 YI 79
30,F,242,Célibataire,0,false,4770 AR 59
51,M,1376,Célibataire,0,false,6067 PP 21
80,M,1381,En Couple,3,false,8622 TF 75
61,M,177,En Couple,0,false,4900 BN 73
18,M,735,En Couple,3,false,4836 QS 76
79,M,200,En Couple,2,false,3075 VW 88
31,M,238,Célibataire,0,false,7963 YS 19
55,M,1308,En Couple,4,true,6175 HR 53
28,M,546,En Couple,3,false,4828 JT 16
52,M,552,Célibataire,0,false,5322 TF 76
54,M,423,En Couple,1,false,8834 EE 58
56,F,829,Célibataire,0,false,6171 TO 19
49,F,189,Célibataire,0,false,9837 AJ 75
52,M,522,En Couple,0,true,4198 AR 78
31,M,458,En Couple,4,false,8506 UT 88
28,M,167,Seule,2,false,117 WC 26
57,M,434,Marié(e),4,false,7212 YX 90
22,F,525,En Couple,2,false,6162 BE 76
48,M,1085,En Couple,3,false,4694 EK 45
63,M,406,En Couple,0,false,2842 EK 12
60,F,183,En Couple,2,false,1742 UP 11
59,F,549,Célibataire,0,false,4315 OY 42
37,F,537,En Couple,1,true,3564 CO 51
33,F,724,Célibataire,0,false,3894 WT 28
81,M,151,Célibataire,0,false,3192 LB 43
19,M,502,Célibataire,0,false,8365 PO 69
22,F,1110,Célibataire,0,false,750 AC 75
45,M,247,En Couple,4,false,8805 HO 29
45,F,466,En Couple,1,true,6461 AE 19
68,M,938,Seule,1,false,4453 GA 11
74,M,1244,En Couple,0,false,4099 JG 59
45,F,450,En Couple,0,false,9893 JP 39
26,F,1059,Seule,1,false,6370 BB 53
26,F,527,En Couple,4,false,1791 PJ 93
23,M,209,Célibataire,0,false,2606 PK 78
34,M,577,En Couple,2,false,8065 NI 49
30,F,415,Seule,2,false,7276 AV 81
59,M,458,Célibataire,0,false,6953 TC 98
28,M,1079,Seule,2,false,1012 HU 79
46,F,569,Célibataire,0,false,4631 BA 51
49,F,1136,En Couple,3,false,3104 JP 42
54,F,1047,En Couple,3,false,3517 BT 38
73,M,492,Célibataire,0,false,5674 PE 24
23,M,541,En Couple,1,false,9106 YO 41
71,M,502,En Couple,0,true,897 RV 90
77,F,448,En Couple,1,true,682 JT 31
27,M,781,En Couple,3,true,6372 OC 37
32,M,1196,Célibataire,0,false,9119 XS 47
26,M,531,En Couple,4,true,3285 MW 87
53,M,751,En Couple,4,false,6715 AD 81
27,M,429,En Couple,0,false,6230 ZR 14
34,M,879,Célibataire,0,false,7659 SU 51
69,M,525,En Couple,4,false,6671 YU 14
56,M,232,En Couple,3,false,2685 CA 29
22,F,528,En Couple,0,false,2454 DT 58
48,M,212,Célibataire,0,false,6530 YM 56
64,Masculin,523,En Couple,3,true,5204 EX 32
44,Masculin,1009,Célibataire,0,false,9580 VV 73
21,F,589,Seule,3,false,1062 AN 15
19,F,763,En Couple,4,true,8368 CX 37
52,F,442,Célibataire,0,false,6201 NH 84
52,M,182,Célibataire,0,false,7957 WH 22
42,M,219,En Couple,2,true,157 LG 38
52,M,1391,Célibataire,0,false,7091 QA 36
29,M,1008,En Couple,4,false,7267 LD 39
44,M,1338,En Couple,1,false,7765 BJ 94
37,M,237,Célibataire,0,false,3886 OY 90
38,M,1298,Seule,1,false,9190 QO 50
31,F,1084,En Couple,3,false,7077 FJ 17
50,F,453,Célibataire,0,false,9175 YM 57
25,M,552,En Couple,0,false,3471 QB 45
48,M,439,En Couple,2,false,151 ZI 16
26,M,481,En Couple,2,true,4597 KM 27
29,M,779,En Couple,0,false,6857 ZK 72
41,M,420,En Couple,4,false,1299 LO 85
77,F,210,Célibataire,0,false,6705 ZT 10
34,F,1168,En Couple,0,false,6054 VD 64
30,M,1313,Seul,0,false,86 ZI 34
56,M,467,En Couple,0,false,6014 ZZ 55
24,F,1112,Marié(e),2,false,897 CX 32
79,M,510,Célibataire,0,false,8845 CB 18
48,M,514,En Couple,0,false,2141 MU 85
77,M,454,Célibataire,0,false,87 SD 71
31,M,412,En Couple,2,false,2276 BO 86
74,M,400,En Couple,3,false,0 HI 40
79,F,484,Célibataire,0,false,3319 VJ 83
33,M,577,En Couple,3,false,4448 RZ 52
33,M,1000,En Couple,4,false,8710 TT 24
58,M,232,En Couple,3,false,3841 GZ 25
52,Masculin,226,En Couple,4,false,8148 GB 52
19,M,513,En Couple,2,false,1247 QE 31
23,M,520,Célibataire,0,false,68 OZ 15
61,M,496,En Couple,3,false,9943 PU 54
38,M,1092,En Couple,1,false,7390 AY 98
44,F,791,En Couple,4,false,3272 CJ 77
42,F,240,Célibataire,0,false,3818 HS 51
21,M,1196,En Couple,4,false,788 MM 91
52,F,218,En Couple,2,false,1154 OW 92
22,M,499,En Couple,2,false,1839 RL 79
69,M,789,Célibataire,0,false,5780 TG 83
44,M,203,En Couple,2,false,8286 AJ 23
44,Féminin,436,En Couple,1,false,7182 NT 32
73,F,239,En Couple,3,false,1770 QK 52
36,M,174,En Couple,4,false,3824 DN 71
53,F,220,En Couple,2,true,1194 ET 67
28,F,462,Célibataire,0,false,7821 MF 92
48,M,791,Célibataire,0,false,4363 YY 93
38,M,427,En Couple,1,false,1017 ID 53
63,M,220,Célibataire,0,false,4667 PE 75
57,M,1335,En Couple,4,false,9035 QS 27
45,M,448,En Couple,1,false,5049 QF 11
66,M,160,Célibataire,0,false,4764 OQ 88
79,M,1228,En Couple,0,false,5575 TN 98
38,M,999,Célibataire,0,false,5703 YG 31
31,F,887,En Couple,2,false,8568 DS 46
56,M,460,En Couple,0,true,2966 AT 57
72,M,426,En Couple,2,false,3089 EA 36
41,F,177,En Couple,2,false,2139 PG 34
36,M,1171,En Couple,1,false,8299 ZK 87
38,F,485,Célibataire,0,false,5812 XV 50
41,F,997,En Couple,2,false,5423 GS 88
52,M,236,En Couple,2,true,1924 JW 73
59,M,244,En Couple,4,true,1720 YS 11
73,M,581,En Couple,1,false,3104 QZ 66
61,M,183,Célibataire,0,false,7700 QE 88
81,F,477,En Couple,4,false,1695 FP 40
51,F,599,En Couple,2,false,419 DS 21
57,M,465,En Couple,3,true,1209 NL 63
31,F,501,Seule,3,false,1894 DF 77
48,F,209,Célibataire,0,false,3593 XN 95
50,F,1018,En Couple,3,false,7536 NE 23
28,M,1050,En Couple,4,false,523 IZ 50
32,M,514,Célibataire,0,false,9032 JJ 48
36,F,194,En Couple,0,false,285 RX 87
37,F,1189,En Couple,0,false,997 OQ 62
18,M,497,Célibataire,0,false,6673 ZA 80
56,M,213,Célibataire,0,false,5872 AR 72
56,F,517,En Couple,2,true,7321 RZ 16
32,M,227,En Couple,3,false,5589 UB 79
58,M,453,Célibataire,0,false,634 YJ 76
79,F,1392,En Couple,2,false,1457 VD 86
76,M,221,Célibataire,0,false,7353 ZK 47
44,M,444,Célibataire,0,false,2069 PJ 43
53,M,1327,En Couple,3,false,5856 QC 86
39,F,928,En Couple,2,false,9345 EA 15
79,M,564,Célibataire,0,false,4137 IO 70
19,M,593,En Couple,0,false,8297 NC 40
67,M,429,En Couple,0,false,7425 YN 12
48,F,483,Célibataire,0,false,3939 CJ 79
54,F,588,Célibataire,0,false,4998 DW 45
19,M,458,Célibataire,0,false,4983 JT 20
30,F,175,En Couple,1,false,7625 NC 71
29,F,403,En Couple,0,false,4509 WP 88
25,Féminin,587,Célibataire,0,false,3501 MZ 30
58,M,407,En Couple,1,false,6642 KW 11
40,M,423,En Couple,1,false,5813 VQ 61
70,F,409,En Couple,4,false,2946 UM 30
44,M,597,En Couple,2,true,7433 YY 35
22,M,1306,Célibataire,0,false,4879 BA 44
43,F,567,En Couple,3,false,577 AY 76
55, ,237,Célibataire,0,false,5944 KR 41
83,M,225,En Couple,0,false,6360 FQ 30
51,M,431,En Couple,3,false,5346 LB 76
72,F,576,En Couple,0,false,5658 KK 81
57,M,159,Célibataire,0,false,4882 HE 21
28,F,743,En Couple,0,false,7685 OX 82
73,M,453,Marié(e),3,true,9329 HC 56
55,M,178,En Couple,2,false,5787 SS 67
20,M,1085,En Couple,2,false,9702 BV 89
21,M,219,En Couple,2,true,9070 HP 17
30,M,592,En Couple,3,true,9359 YW 32
65,M,556,En Couple,4,false,4931 LJ 77
82,F,501,En Couple,3,false,4456 FF 40
74,F,559,En Couple,1,false,7839 EP 32
30,M,734,Célibataire,0,false,9057 HW 61
44,M,1265,En Couple,1,false,6668 CQ 65
65,M,1116,Célibataire,0,false,5467 EG 33
19,M,521,En Couple,2,false,3652 HL 26
29,F,521,En Couple,2,true,9931 CI 37
44,M,427,Célibataire,0,false,6436 SG 57
53,M,556,En Couple,1,false,3382 WY 74
49,M,501,Célibataire,0,false,2058 TI 58
22,F,211,En Couple,0,false,9299 QS 30
44,F,418,En Couple,4,false,6247 XK 41
65,F,555,En Couple,3,true,1851 LG 38
59,M,193,En Couple,4,false,8094 NM 95
74,F,178,Célibataire,0,false,7404 XV 23
49,M,766,En Couple,1,false,1794 FR 62
28,M,1114,En Couple,2,false,2321 IN 26
80,F,497,Célibataire,0,false,5851 NI 39
22,F,952,En Couple,4,false,5947 LS 89
58,M,547,En Couple,3,false,9665 OZ 29
40,F,562,En Couple,2,false,9483 IV 25
54,M,1106,Célibataire,0,false,2863 XD 55
67,F,1320,En Couple,3,true,9940 MM 50
31,M,232,En Couple,4,false,8161 VU 92
25,M,1348,En Couple,2,false,8685 OI 63
35,M,599,Célibataire,0,false,6358 GD 40
19,M,429,En Couple,1,true,9501 LH 22
28,F,598,En Couple,0,false,8686 CG 23
43,F,569,En Couple,4,false,5341 UW 77
23,M,731,Célibataire,0,false,4764 RU 53
21,M,461,Seule,3,false,9913 EM 14
83,M,564,En Couple,1,false,9380 NR 34
41,Féminin,176,Célibataire,0,false,3902 EZ 97
43,Homme,1271,Célibataire,0,false,9694 IY 45
64,F,761,Seule,2,false,285 YY 92
34,F,150,En Couple,1,false,8721 QN 84
72,M,570,Célibataire,0,false,5702 KG 70
20,M,239,En Couple,4,false,6184 BV 47
40,F,574,En Couple,0,false,5294 NJ 53
55,F,226,En Couple,4,false,8112 BH 13
23,F,1227,En Couple,2,false,5737 ZC 38
24,M,460,En Couple,0,false,263 ER 16
36,M,790,En Couple,2,false,7823 WU 35
21,M,547,Célibataire,0,false,6798 ZW 24
53,M,510,Seule,2,false,2346 WW 20
28,M,476,Célibataire,0,false,5208 NQ 49
59,M,431,Seule,2,false,9638 FQ 35
26,M,569,En Couple,4,false,2392 II 81
78,M,483,Célibataire,0,false,2768 EV 89
31,F,444,En Couple,2,true,2662 QY 87
60,M,717,En Couple,1,false,4183 KG 33
72,M,578,En Couple,1,false,9594 QF 22
61,M,523,En Couple,4,false,6302 DY 49
54,M,428,Célibataire,0,false,3007 ER 72
64,M,429,En Couple,1,true,5191 TW 51
68,F,202,En Couple,3,false,9521 QQ 55
36,F,449,En Couple,0,false,280 FM 54
41,M,1207,En Couple,2,false,8126 OY 49
19,F,827,En Couple,3,true,2298 UG 17
46,M,939,Célibataire,0,false,2153 XM 15
48,M,223,Célibataire,0,false,2148 RV 22
64,M,777,En Couple,0,false,8450 UP 73
55,M,452,En Couple,2,false,7412 UH 48
49,M,407,En Couple,0,false,7086 JK 86
30,M,1283,En Couple,0,false,2902 SF 27
20,M,585,En Couple,2,false,53 GX 51
69,M,156,En Couple,4,false,266 JN 27
39,M,1029,Célibataire,0,false,3150 LQ 36
48,M,475,En Couple,2,true,8098 BM 46
82,F,532,Célibataire,0,false,9988 FY 69
38,M,1346,En Couple,3,false,7089 AU 57
39,F,541,Seule,2,false,9556 GI 56
21,F,537,En Couple,0,true,412 KM 87
30,M,449,En Couple,1,false,9468 UV 44
19,M,509,En Couple,2,false,6860 OI 17
70,M,219,Seule,2,false,4493 MA 64
32,F,434,En Couple,0,true,6634 AP 20
36,F,554,En Couple,3,true,6522 OZ 42
33,F,455,En Couple,1,false,1169 UW 22
55,M,859,En Couple,0,false,1062 RV 80
25,M,151,Célibataire,0,false,304 WR 46
26,F,590,En Couple,0,false,6873 AV 10
29,M,472,En Couple,3,true,5717 XX 34
74,M,494,Célibataire,0,false,9227 AI 75
38,M,1073,Célibataire,0,false,6338 GB 73
52,M,873,En Couple,4,false,4727 XO 64
21,F,519,En Couple,3,false,2122 LC 45
66,F,506,En Couple,2,true,2809 BZ 45
53,M,502,Célibataire,0,false,1748 IC 94
21,M,174,Célibataire,0,false,384 JE 71
48,M,585,En Couple,0,false,4503 HA 43
42,F,152,Célibataire,0,false,2012 WK 59
35,M,1115,En Couple,4,false,3324 UV 27
19,M,172,Célibataire,0,false,1712 WV 42
34,Féminin,217,En Couple,1,false,3183 LQ 33
26,M,242,En Couple,2,false,2208 SC 48
50,M,191,En Couple,1,true,5374 RA 65
27,M,163,En Couple,2,false,9300 LH 34
38,M,491,En Couple,2,false,8999 MS 59
27,M,1298,En Couple,3,false,6019 YY 36
23,M,232,En Couple,2,false,6702 QW 54
39,M,477,En Couple,2,false,4008 VT 67
63,M,580,Célibataire,0,false,3204 QB 77
47,M,1397,En Couple,3,true,1104 EY 97
30,M,1134,Célibataire,0,false,9856 AN 30
56,M,450,En Couple,2,false,5866 SA 53
37,M,591,Célibataire,0,false,394 HN 73
57,M,770,En Couple,1,true,8885 VQ 31
58,F,914,Célibataire,0,false,9050 IY 33
31,M,490,En Couple,2,false,3908 CO 17
76,M,202,Célibataire,0,false,7261 HC 68
43,M,522,En Couple,2,false,7613 QB 88
78,M,733,En Couple,0,false,7152 BZ 46
19,M,463,En Couple,3,false,7861 EC 11
27,M,733,Célibataire,0,false,8434 YR 38
42,F,595,En Couple,3,false,1301 QX 38
28,M,568,Célibataire,0,false,9974 RM 78
31,M,200,Célibataire,0,false,2008 XS 53
36,M,726,Célibataire,0,false,5918 DB 72
36,M,723,Célibataire,0,false,5162 PE 39
65,M,592,Célibataire,0,false,6304 RD 71
21,Homme,719,En Couple,0,true,6682 OP 54
-1,M,487,Célibataire,0,false,2261 CM 82
18,M,588,En Couple,1,false,5608 ZF 28
77,M,172,En Couple,1,false,2916 MS 49
81,?,458,En Couple,0,true,6151 RR 26
25,M,541,Seule,3,false,5915 GN 16
40,M,1162,En Couple,3,false,9739 JC 11
31,M,862,En Couple,1,false,4006 QQ 82
54,M,197,En Couple,0,true,1660 BW 86
49,M,575,En Couple,0,false,8981 GE 48
31,M,429,En Couple,2,false,7153 KQ 88
46,M,512,Célibataire,0,false,6810 FF 35
48,M,184,En Couple,2,true,4006 WM 31
26,F,1293,En Couple,1,false,200 HH 32
19,M,216,En Couple,4,false,5286 IL 76
56,M,1294,Célibataire,0,false,3861 QU 91
38,M,531,En Couple,0,false,816 DF 72
38,M,551,En Couple,3,false,1688 IL 15
27,M,538,Seule,2,false,9173 TB 22
64,M,548,Célibataire,0,false,8283 ZU 30
53,M,1091,Célibataire,0,false,4616 UN 47
28,M,462,En Couple,0,false,1273 HJ 90
33,M,450,En Couple,0,true,7164 PC 87
46,M,247,En Couple,2,true,7808 BW 30
58,M,1020,Célibataire,0,false,5145 XM 47
57,M,454,En Couple,4,false,4400 VT 72
58,M,992,Célibataire,0,false,8551 DQ 61
18,M,555,En Couple,2,false,3290 HJ 37
38,M,224,En Couple,4,false,6417 DW 78
63,F,917,Célibataire,0,false,9410 WE 84
36,F,579,En Couple,2,false,1203 MM 34
74,M,1006,Seule,2,false,8013 BB 28
25,M,213,En Couple,1,false,9340 JY 66
19,M,806,En Couple,2,false,3619 XM 49
46,M,220,En Couple,0,false,6172 NF 15
49,M,507,En Couple,0,false,3773 DA 29
60,F,824,En Couple,0,true,2342 YC 91
29,F,799,En Couple,2,false,423 IB 73
23,M,431,En Couple,3,false,8927 RE 56
43,F,408,En Couple,2,false,9151 OU 43
82,M,572,En Couple,2,false,509 FV 96
48,M,439,En Couple,0,false,6804 WW 90
29,M,1361,En Couple,2,false,2616 RJ 62
32,M,433,En Couple,1,false,6567 UP 40
29,M,1092,En Couple,2,false,5035 GZ 16
39,M,544,En Couple,1,false,2076 UM 56
43,M,1312,En Couple,3,false,115 ZW 72
36,M,597,En Couple,0,true,8458 HA 36
48,F,529,Célibataire,0,false,1566 GR 97
21,M,509,En Couple,4,true,1238 XF 22
44,M,501,En Couple,3,false,8446 XA 96
68,M,233,Célibataire,0,false,6268 UI 38
47,F,153,En Couple,3,true,8339 ZT 22
21,M,1213,En Couple,3,false,3558 VA 57
30,M,483,Célibataire,0,false,4388 NK 19
78,M,581,Célibataire,0,false,1585 QX 63
41,M,1292,Marié(e),1,false,870 DA 33
23,M, ,En Couple,2,false,9695 ZZ 68
32,M,518,En Couple,4,false,786 JO 42
57,M,498,En Couple,1,true,1424 NF 14
64,M,458,En Couple,0,false,531 UR 19
54,F,1167,En Couple,2,false,1847 DA 43
34,M,495,Seule,2,false,5525 JA 22
22,Masculin,861,En Couple,3,false,4330 UB 88
71,M,516,En Couple,0,false,39 KL 10
42,M,740,En Couple,4,true,5538 BW 63
66,M,172,En Couple,3,false,4361 MY 42
45,Homme,463,En Couple,4,true,2790 TI 39
66,M,210,En Couple,2,false,9486 BP 11
24,F,555,Célibataire,0,false,4788 JU 59
42,M,808,Célibataire,0,false,8459 NX 13
53,M,477,En Couple,2,false,9480 GR 81
29,F,575,Célibataire,0,false,9910 HL 67
25,F,467,En Couple,1,false,2050 BI 88
31,M,1139,En Couple,1,false,8135 TA 11
21,M,725,En Couple,2,false,4916 WZ 85
23,M,874,En Couple,1,true,8521 QR 74
27,M,445,En Couple,0,false,3761 FL 29
58,M,731,Célibataire,0,false,4409 SA 64
46,M,165,Célibataire,0,false,223 GC 49
42,F,215,Célibataire,0,false,1030 PN 27
47,F,488,En Couple,0,false,4725 TX 75
53,F,1315,En Couple,2,true,8991 OW 11
20,M,205,En Couple,2,true,3437 QC 18
20,M,197,Célibataire,0,false,2407 SC 11
73,F,174,En Couple,3,true,2115 JQ 39
46,M,805,En Couple,3,true,580 NY 95
29,F,818,Seule,3,false,9619 TX 34
24,M,413,En Couple,0,false,3227 OL 82
38,M,1148,En Couple,4,false,7774 OM 21
35,M,454,En Couple,0,false,6421 LJ 71
21,M,465,Seule,3,false,8405 YL 25
46,M,562,En Couple,1,true,2301 GI 68
24,M,182,En Couple,2,false,2380 JT 93
24,F,237,Célibataire,0,false,2463 AD 83
55,F,876,Célibataire,0,false,7704 EX 23
80,M,193,En Couple,0,false,4186 EK 24
72,M,235,En Couple,2,false,81 RL 88
66,M,861,Célibataire,0,false,6271 HD 43
25,M,481,Célibataire,0,false,7920 JC 46
22,M,1194,En Couple,0,true,8015 QN 26
42,M,455,Célibataire, ,false,65 LL 38
22,M,1252,En Couple,4,false,7183 PM 16
40,M,159,En Couple,1,false,6290 NO 31
28,F,1270,Seule,1,false,743 QF 51
77,M,1088,En Couple,3,false,658 ZK 10
30,F,249,Célibataire,0,false,2526 LY 81
32,M,213,En Couple,1,false,2258 MR 31
36,F,229,En Couple,0,false,4736 KH 82
51,Homme,405,En Couple,3,false,823 BX 69
32,M,407,Célibataire,0,false,3912 WQ 40
37,F,453,Célibataire,0,false,9637 GX 61
27,F,211,En Couple,0,false,2965 DK 42
50,M,485,Célibataire,0,false,3669 SO 86
74,M,814,Célibataire,0,false,2889 DD 49
21,M,203,Célibataire,0,false,4783 JD 16
39,F,167,Célibataire,0,false,9796 DJ 39
41,M,1036,Seul,0,false,4192 FK 49
82,M,516,Seule,3,false,3437 MD 23
46,M,885,En Couple,2,false,7413 YI 67
26,M,516,Célibataire,0,false,2585 VT 94
35,M,555,Célibataire,0,false,5662 EG 32
49,M,543,En Couple,0,false,7793 TK 80
48,F,428,Célibataire,0,false,4171 EY 25
45,M,961,Seule,1,false,2000 XC 86
55,F,552,En Couple,2,true,9778 TL 63
27,M,223,En Couple,2,false,3170 AJ 54
47,M,512,En Couple,1,false,8934 IA 25
24,M,733,Célibataire,0,false,9750 ME 63
29,M,926,Célibataire,0,false,7777 SZ 57
21,F,245,En Couple,1,false,7677 LD 63
32,F,507,En Couple,0,false,7067 HO 20
79,M,503,En Couple,2,false,3832 MV 24
47,F,583,En Couple,3,false,5535 PM 80
23,M,1230,Célibataire,0,false,3884 MW 39
52,F,444,En Couple,2,false,2396 CO 80
28,M,155,Célibataire,0,false,8721 LZ 37
59,M,535,En Couple,2,false,4754 RX 33
24,M,449,En Couple,4,false,174 CY 49
47,F,484,Célibataire,0,false,6641 NC 43
37,M,249,En Couple,1,false,9871 VQ 73
30,F,592,En Couple,2,false,8365 GN 41
76,M,565,Célibataire,0,false,6479 OC 71
37,M,942,Seul,0,false,1868 OU 25
29,M,403,En Couple,3,false,9053 MT 48
50,M,466,En Couple,0,false,8917 HF 83
47,M,221,En Couple,1,false,3675 BH 16
45,M,1325,Célibataire,0,false,9698 DZ 82
84,F,499,En Couple,0,false,4313 ZI 67
55,M,476,En Couple,0,false,590 CT 32
75,M,512,Célibataire,0,false,7774 WS 73
63,F,1188,En Couple,2,false,5496 FS 27
26,M,1040,Célibataire,0,false,4911 DS 59
49,M,562,Célibataire,0,false,7310 MI 53
60,M,583,En Couple,4,false,8102 MR 18
20,M,434,Célibataire,0,false,6162 AK 59
80,F,483,Célibataire,0,false,1180 GW 71
41,M,1068,En Couple,0,false,8616 UL 73
51,F,202,Célibataire,0,false,4446 FY 66
81,M,1006,En Couple,2,false,2421 YQ 26
26,M,1340,En Couple,1,false,5275 NR 54
36,M,160,En Couple,0,false,5569 JK 84
55,M,854,En Couple,1,false,5699 BZ 86
83,M,915,En Couple,4,false,9685 DD 75
62,M,193,Célibataire,0,false,2681 QK 52
46,M,153,En Couple,0,false,302 LK 46
39,M,1279,En Couple,4,false,6114 YT 33
24,M,551,En Couple,2,false,6439 CY 26
53,F,477,En Couple,2,false,5924 BC 43
54,M,423,En Couple,0,false,1426 XO 45
21,F,494,En Couple,4,false,807 FD 57
47,M,166,Seule,1,false,9824 KW 48
33,M,244,En Couple,4,false,1222 FS 65
20,M,754,En Couple,1,false,9923 JV 36
55,F,767,En Couple,3,false,9151 XX 85
34,M,535,Célibataire,0,false,9187 JY 90
44,M,566,Célibataire,0,false,2318 VN 18
29,M,531,En Couple,2,true,9413 OD 51
18,F,1297,Célibataire,0,false,1525 IF 88
27,M,185,En Couple,3,false,8981 NL 43
83,M,460,En Couple,2,false,7671 SY 62
77,M,402,Célibataire,0,false,4557 AO 11
48,M,229,En Couple,2,false,8824 EG 83
61,F,437,En Couple,0,false,1019 TQ 63
19,F,550,En Couple,2,false,606 XP 47
32,M,1158,Célibataire,0,false,5199 TS 30
51,M,734,En Couple,2,true,6722 MX 80
28,M,476,En Couple,0,true,6329 AH 71
